hora_del_dia,dia_semana,dispositivo_nuevo,distancia_geo_aprox,sesiones_24h,monto_relativo,frecuencia_tx_sesion,ip_nueva,etiqueta
13,3,0,0.0,2,0.6936759029541595,2,0,0
18,2,0,0.0,3,0.26564191444964197,1,0,0
19,6,0,0.0,2,0.26170211213218575,4,0,0
14,5,0,0.5,2,0.415312864403476,2,0,0
21,0,0,0.0,3,3.0,1,0,0
9,0,0,0.0,2,0.04522775838898683,3,0,0
20,2,0,0.0,3,0.6912277754255284,2,0,0
7,5,0,0.0,2,0.06894507880493918,4,0,0
10,6,0,0.0,0,0.13428139779651435,4,1,0
8,0,0,0.5,1,0.4632306708276209,1,0,0
14,3,0,0.0,3,0.5714314980954,4,0,0
10,2,0,0.0,2,0.23957963381260325,0,0,0
8,6,0,1.0,3,0.30437272382142466,3,1,0
20,5,0,0.0,1,0.07278662131790341,3,0,0
12,5,1,1.0,2,0.28902819702041566,2,1,0
12,2,0,0.0,0,2.718364658090007,3,0,0
16,2,0,0.0,1,2.316092690796259,1,0,0
10,1,0,0.0,1,0.32622818617794525,4,0,0
12,0,0,0.5,0,0.6767663545022846,3,1,0
19,5,0,0.0,4,1.9227680236780769,0,0,0
21,5,0,0.0,5,0.004962417329551731,2,0,0
8,6,0,0.0,4,1.3314683462934858,1,0,0
16,6,0,0.0,3,2.370914974626108,0,0,0
18,3,1,0.0,1,0.07661487410107348,3,0,0
8,4,1,0.0,4,0.14086264777775678,1,0,0
16,6,0,0.5,2,2.590167713825462,1,0,0
20,5,0,0.0,3,0.6169564182855586,1,0,0
10,1,0,0.0,2,0.011438696567607308,4,0,0
20,2,0,0.0,0,0.2383281601774606,3,0,0
21,0,0,0.5,2,0.4781876764631634,0,0,0
21,6,0,0.0,2,0.9444886949151772,1,0,0
14,3,0,0.0,3,1.056885974586972,4,0,0
20,1,0,0.0,1,3.0,2,0,0
13,4,0,0.0,0,0.27119286831697065,1,1,0
18,3,0,0.0,1,0.6181335299127092,2,0,0
15,2,0,0.0,3,0.6096952667155725,1,0,0
20,0,0,0.0,1,0.4162231452467488,3,1,0
14,4,0,0.0,1,0.14825625696623118,3,1,0
11,3,1,0.0,2,3.0,6,0,0
19,4,0,0.0,5,1.5355862047102873,1,0,0
8,3,0,0.0,4,0.5518550259328808,3,0,0
21,5,0,0.0,2,0.7395499060911115,1,0,0
11,3,0,0.0,2,0.20625120180650214,4,0,0
14,3,0,0.0,5,0.6278365020480815,2,0,0
16,5,0,0.0,1,0.9498764663816829,3,0,0
15,2,0,0.0,2,0.5791606686287383,1,0,0
18,0,0,0.0,1,3.0,2,0,0
18,0,0,0.0,3,0.7560436919884325,2,1,0
18,4,0,0.0,0,0.3708657846189476,2,0,0
19,3,0,0.0,0,1.1832613281746451,1,1,0
15,4,0,0.0,2,0.1495095811027615,4,1,0
19,1,0,0.0,1,0.3882768209144267,1,0,0
21,0,0,0.0,1,0.3408922308430158,1,0,0
19,0,0,0.0,2,0.45223543730409355,2,0,0
7,2,0,0.0,1,1.2178006024547414,2,0,0
15,3,0,1.0,2,0.5295871227099916,5,0,0
13,2,0,0.0,2,1.2639594076600926,0,0,0
15,2,0,0.0,3,0.6873404499951344,0,1,0
14,6,0,0.0,3,0.3349247016164193,2,0,0
7,2,0,0.0,1,1.328495470183269,1,0,0
18,3,1,0.0,1,0.2177511525213976,4,0,0
14,4,0,0.0,1,0.20327712903608314,4,0,0
14,2,0,0.0,2,0.5617550611601313,2,0,0
21,3,0,0.5,2,0.241802705194899,1,0,0
17,5,0,0.0,1,0.0073028591109252465,1,0,0
9,6,0,0.0,1,0.8359757670524145,4,0,0
7,0,0,0.0,3,0.5724677374937935,1,0,0
14,6,0,0.0,1,0.47177647986963067,8,0,0
9,3,0,0.0,5,2.7282352559254623,0,0,0
9,1,0,0.0,2,0.677410212924634,1,0,0
7,2,0,0.0,3,1.5927436226644232,3,1,0
17,6,0,0.0,0,0.12014706699824591,1,1,0
11,3,1,0.0,3,0.673701069147314,3,0,0
16,2,0,0.0,0,1.6198392202861667,2,0,0
13,3,0,0.0,4,0.6999381631432344,2,0,0
16,1,0,0.5,1,1.012718789083249,1,0,0
15,0,0,0.5,2,0.37222759233414004,2,0,0
18,0,0,0.0,3,0.07760486862484155,0,0,0
13,0,1,0.0,1,0.4898442697043514,1,0,0
15,0,0,0.0,0,0.4013333439747857,0,0,0
14,0,0,0.0,2,1.6142870018070565,5,0,0
18,4,0,0.5,2,0.22376615120194288,4,0,0
8,1,0,0.0,2,2.722581011605572,3,0,0
7,2,0,0.0,0,2.538703717353951,1,0,0
13,5,0,0.0,3,0.22762339089742656,2,0,0
13,2,0,0.0,5,0.3422323252364127,1,0,0
20,4,0,0.0,1,1.8072814043042496,4,0,0
14,1,0,0.5,2,2.719891917358328,1,0,0
11,1,0,0.0,2,0.46878294830991263,0,0,0
9,0,0,0.0,5,0.3097038403108589,3,0,0
18,1,0,1.0,1,0.5973970537217637,1,0,0
14,1,0,0.0,2,0.9312101131570044,3,0,0
12,1,0,0.0,1,0.25558537436527407,0,0,0
17,0,0,0.0,1,1.0668800896641724,2,0,0
9,0,0,0.0,2,0.04243152350974524,2,0,0
7,2,0,0.5,0,0.040440744649790084,1,0,0
9,1,0,0.0,4,0.39058322864499995,3,0,0
11,2,0,0.5,2,0.34891249229323207,3,0,0
21,3,0,0.0,3,0.30340901619101485,1,0,0
20,4,0,0.5,1,0.5402768717175149,1,0,0
9,0,0,0.0,1,0.30939348851990756,3,0,0
7,4,0,0.0,3,0.1708099819543962,1,0,0
11,3,0,0.0,2,0.2962361658447066,0,0,0
16,0,0,1.0,2,2.9480461430551093,1,0,0
13,5,0,0.0,0,0.42361733794995127,3,0,0
21,6,0,0.0,1,0.47061582394271745,4,0,0
20,0,0,0.0,2,0.6874464033472671,2,0,0
13,1,0,0.0,0,3.0,0,0,0
17,5,0,0.5,4,0.22123680888541988,2,0,0
15,4,0,0.0,5,0.9147591412074321,1,0,0
21,1,0,0.0,0,1.006981717034738,3,0,0
21,1,0,0.0,0,0.7478171968310423,2,0,0
16,2,0,0.0,5,0.07419970752063788,2,0,0
16,3,0,0.0,0,0.9037660824378304,2,0,0
18,3,1,0.0,1,0.05299279570300504,0,0,0
19,2,1,0.0,0,0.7253548450546146,3,0,0
9,2,0,0.0,3,1.0763712697323216,2,0,0
21,4,1,0.0,2,0.18956063793557,0,0,0
13,0,0,0.0,3,1.4742165966094354,2,0,0
7,1,0,0.0,5,0.024659217594879525,2,0,0
10,4,0,0.0,5,1.4853603189873388,2,0,0
19,5,0,0.0,2,0.4934365425575951,2,0,0
10,3,0,0.5,3,0.1962989969460249,3,0,0
20,3,0,0.5,5,0.11489137569550621,1,0,0
11,0,0,0.0,3,2.4513316860064145,2,0,0
13,2,0,0.0,2,0.06035282521913848,2,0,0
13,3,0,0.5,3,0.17760877427917943,3,0,0
19,1,0,0.0,1,0.3419506247259059,2,0,0
21,1,0,0.0,1,0.7745617927191178,4,0,0
17,2,0,0.0,4,0.6296166242776509,2,0,0
19,0,1,0.0,0,0.10741366646254386,1,0,0
10,2,0,0.0,5,0.2736858086588832,1,0,0
19,1,0,0.0,2,0.2182366292084176,0,0,0
13,2,0,1.0,3,0.19217363644746605,2,0,0
17,0,0,0.5,2,0.4236593430460399,4,0,0
9,5,0,0.0,0,0.9740016712476287,1,0,0
12,3,0,0.0,1,0.1961609662845557,0,0,0
18,4,0,0.0,4,0.3654221491385586,2,0,0
8,4,0,0.0,3,0.3966411458829816,0,0,0
16,3,0,0.0,3,2.9991254042934052,0,0,0
19,0,0,0.0,5,2.4749646787100734,3,0,0
20,3,0,0.5,1,1.2881008503325757,2,0,0
15,3,0,0.0,4,0.22129761761039235,3,0,0
11,4,0,0.0,1,0.05637000134166066,1,0,0
12,2,0,0.5,1,0.3048960596255431,1,0,0
18,0,0,0.0,1,0.24826346328188983,2,0,0
18,1,0,0.0,0,0.5640556567524956,4,0,0
18,2,0,0.0,1,1.2030824138050482,3,0,0
18,4,0,0.0,4,1.5633640230381145,1,0,0
10,3,0,0.0,2,1.4907629423744178,4,0,0
20,2,0,0.0,1,0.35662423639032026,1,0,0
20,6,0,0.0,1,0.9298408560088061,3,0,0
17,3,0,0.5,1,0.30014373849500925,1,0,0
16,1,0,0.0,2,0.05027136951938105,1,0,0
13,0,1,0.0,2,0.9673632122334578,2,0,0
18,0,0,0.0,0,0.007900929359402805,3,0,0
15,1,1,0.0,2,0.42099860475211925,1,0,0
13,1,0,0.0,1,0.31964122541720963,3,0,0
20,1,0,0.0,2,0.9457104442731773,2,0,0
7,1,0,0.0,2,1.162786994504687,2,0,0
7,1,0,0.0,0,0.290033279292601,2,0,0
15,5,0,0.0,2,1.3354650527153082,0,0,0
17,0,0,0.0,0,0.27841771637711016,5,0,0
20,3,0,0.0,3,0.47294389061567826,2,0,0
15,2,0,1.0,4,1.0386810804965723,2,0,0
10,6,0,0.0,4,0.9445181803909986,0,0,0
19,0,0,0.0,3,3.0,4,1,0
15,2,0,0.0,3,0.2040800355187804,1,0,0
9,6,0,0.0,2,0.8685203189739252,1,0,0
13,5,0,0.0,0,0.7526346019918644,5,1,0
12,5,0,0.0,2,1.9730103855551606,0,1,0
14,1,0,0.0,3,0.1360255633957428,2,0,0
17,1,0,0.0,1,1.114810405851582,1,0,0
15,4,0,0.0,2,0.671961344841879,3,0,0
20,6,0,0.0,1,0.25689828882961513,2,1,0
11,3,0,0.0,1,0.5146249929910182,5,0,0
7,3,0,1.0,2,0.3249041798831783,3,0,0
9,1,0,0.0,3,0.6926937177576581,2,0,0
16,4,0,0.0,2,1.7585844644158168,2,0,0
18,1,0,0.0,0,0.6738840478446818,1,0,0
14,2,0,0.0,3,0.7991346617019195,0,0,0
21,2,0,0.0,2,0.5850911358898182,1,0,0
17,3,0,0.0,2,0.04201671717818033,3,0,0
12,1,0,0.0,0,0.2120672670111377,1,0,0
14,0,0,0.0,4,0.5418217886426511,1,0,0
15,3,0,0.0,2,0.29712378438065196,0,0,0
10,1,0,0.0,2,0.1604831870719933,2,0,0
7,3,0,0.0,1,0.5611577716620658,3,0,0
20,0,0,0.0,2,0.3118424724040019,4,0,0
7,3,0,0.0,2,0.23884089440076162,2,0,0
16,3,0,0.0,2,0.49887512961077807,3,0,0
10,0,0,0.0,4,0.11443537596321945,3,0,0
18,2,0,0.0,0,2.1020511167628864,2,0,0
20,0,0,0.0,1,1.6181592522201858,3,0,0
13,0,0,0.5,4,0.9837623650034459,0,0,0
8,6,0,0.0,0,0.08983097053169091,2,0,0
9,2,0,0.0,0,1.196449124872803,2,0,0
7,5,0,0.0,3,1.3200301457727273,4,0,0
11,1,0,0.0,0,1.1680030742684357,2,0,0
7,4,0,0.0,1,0.09679986159639294,2,0,0
14,4,0,0.0,0,0.8260528271882474,2,0,0
7,3,0,0.5,1,1.4381808065356845,2,0,0
17,2,1,0.0,2,0.6889751304052742,1,0,0
7,2,0,0.0,2,0.8316878447853369,2,0,0
8,2,0,1.0,1,0.49052810300852534,3,0,0
8,6,0,0.0,2,0.6018207811485123,1,0,0
18,5,0,0.0,3,0.027985314723615706,3,0,0
12,6,0,0.0,0,0.8150199149504869,3,0,0
13,0,0,0.0,3,0.06796472398673895,1,0,0
11,4,0,0.0,1,0.45676430308798005,1,0,0
7,6,0,0.5,4,0.27698951425176177,4,0,0
7,1,0,0.0,5,0.630719082033324,2,0,0
9,0,0,0.0,1,0.11455729598770206,1,0,0
20,4,0,0.0,1,0.9411987039398015,1,0,0
8,3,0,0.0,4,1.267841263301787,0,0,0
11,5,0,1.0,1,0.14268381966380791,2,0,0
18,0,0,0.0,1,0.08813148393554023,3,0,0
16,4,0,0.0,3,0.12580551656787833,2,0,0
12,1,0,0.0,2,1.6772868402911332,1,0,0
13,1,0,0.0,0,0.6009418816857925,1,0,0
10,1,0,0.0,1,0.503778918644468,4,0,0
13,5,0,0.0,2,0.09027683135521275,1,0,0
17,4,0,0.0,1,0.8388435010465127,1,0,0
14,3,0,0.0,4,1.6199602117573448,3,0,0
17,2,0,0.0,3,1.4090736176622347,1,1,0
7,5,0,0.0,0,0.7869166183719996,1,0,0
21,2,0,0.0,2,0.06261032173871535,3,0,0
12,5,0,0.0,4,0.0953845909166885,2,0,0
14,2,0,0.0,2,0.04045294144956759,2,0,0
11,2,0,0.0,1,0.23816353395287734,2,0,0
10,2,0,0.0,2,0.11663261320274076,2,0,0
8,1,0,0.0,2,0.24093601132105102,3,0,0
12,4,0,0.0,2,0.3889819321396509,3,0,0
12,3,0,0.0,1,2.29152161832872,5,0,0
17,1,1,0.5,0,0.7540586087221424,1,0,0
21,5,0,0.0,3,1.441320754441667,3,0,0
7,2,0,0.0,5,0.9912697300608935,1,0,0
15,3,0,0.0,1,0.09548022799419087,0,0,0
18,6,0,0.0,2,1.065203784213866,2,0,0
17,3,0,0.0,2,0.25737601742929045,3,0,0
12,0,1,0.0,2,0.8153408883361322,1,0,0
19,6,0,0.5,2,0.33357923441838194,4,0,0
9,3,0,0.0,2,3.0,1,0,0
10,2,0,0.5,1,0.24473275440491166,0,0,0
18,0,0,0.0,4,0.2618376929200963,2,0,0
17,4,0,0.0,3,2.1351280802168535,0,0,0
10,3,0,0.5,0,0.01996252902597199,4,0,0
9,3,0,0.0,2,0.9543972457936939,1,0,0
16,5,0,0.0,2,1.0337374092905387,2,0,0
9,4,0,0.0,3,1.4481599347694554,1,0,0
21,0,0,0.0,1,2.933359743608644,1,1,0
9,1,0,0.0,2,2.970600642990024,1,0,0
10,1,0,0.0,0,0.05400383272529097,2,0,0
13,4,0,0.0,3,1.3800555637585696,1,0,0
10,0,0,0.0,3,0.8314674145159731,2,1,0
15,3,0,0.0,2,0.833805528986156,3,0,0
7,4,0,0.0,0,0.1098937820813311,4,0,0
14,5,0,0.0,3,0.8402856230462226,2,0,0
13,2,0,0.0,2,3.0,2,0,0
8,5,0,0.0,4,1.9426871017054677,3,0,0
14,0,0,0.0,1,0.4626138460375975,3,0,0
7,5,0,0.0,3,0.03261424119605754,2,0,0
17,0,0,0.0,2,0.3599016937210557,3,0,0
18,2,0,0.0,4,1.4007565356484606,1,0,0
15,4,0,0.0,0,0.9671858687896503,4,0,0
15,0,0,0.0,2,0.49197713990764336,0,0,0
8,1,0,0.0,1,0.04534224149879988,5,0,0
13,4,0,0.0,1,0.4453486864526296,2,0,0
21,4,0,0.0,1,0.5064321810374759,1,0,0
20,4,0,0.0,0,2.1110678519131194,1,0,0
16,4,0,0.0,1,0.8197382096863957,1,0,0
9,3,0,0.5,2,0.29876966932019455,2,0,0
13,1,0,0.5,3,0.5960885839526154,1,0,0
18,2,0,0.0,5,0.05467044687225528,4,0,0
16,1,1,0.0,3,2.8768429233450235,3,0,0
15,6,0,0.0,2,0.3571045630205037,0,0,0
10,3,0,0.0,4,0.5198668912144041,2,0,0
18,2,0,0.0,3,0.3511562634147844,0,0,0
7,2,0,0.0,2,0.9178515252638061,0,0,0
8,6,0,0.0,1,0.8683171827664792,2,0,0
7,0,0,0.0,1,1.0051181222533925,3,0,0
20,3,1,0.0,4,0.24973636242817632,2,0,0
18,3,0,0.0,5,0.30345024169332707,2,0,0
11,3,0,0.0,1,0.10705484408362423,1,0,0
11,0,0,0.5,3,0.8525521078397195,0,0,0
17,5,0,0.0,2,0.0324885529234842,2,0,0
13,6,0,0.0,1,0.728410633819296,3,0,0
15,3,0,0.0,2,1.6303073705955136,3,0,0
15,4,0,0.0,1,1.7718949258173788,3,0,0
9,6,0,0.0,2,0.47687120223563434,3,1,0
9,4,0,0.0,1,0.49191800303950406,0,0,0
9,0,0,0.0,0,0.06407412574374217,1,0,0
10,3,0,0.0,2,0.8887868598098936,2,0,0
14,3,0,0.0,1,1.377455840146668,1,0,0
12,2,0,0.0,2,0.2244646022026736,4,0,0
14,4,0,0.0,3,0.4375780751005671,0,0,0
7,6,0,0.0,0,1.4602828026295258,1,0,0
14,6,0,0.0,0,1.6772406523483683,4,0,0
10,2,0,1.0,2,0.22290384676408825,1,0,0
17,0,0,0.0,1,0.6398212621328286,2,0,0
7,6,0,0.0,2,0.17104299338925177,4,0,0
14,5,0,0.0,3,0.08596017061311363,2,0,0
10,0,0,0.0,2,1.9363790199122553,3,0,0
12,6,0,0.0,3,1.374097502587781,1,0,0
14,5,0,0.0,3,1.1418094323161267,2,0,0
10,3,0,1.0,3,0.039996420063121034,1,0,0
20,3,1,0.0,2,1.4849298183370425,3,0,0
9,2,0,0.0,0,0.46106548723352114,3,0,0
20,0,0,0.0,2,0.335320815484034,1,1,0
15,2,0,0.0,2,0.6325663081218491,3,0,0
9,5,0,0.0,2,0.07663909295038285,3,0,0
15,0,0,0.0,3,1.1305922904246852,3,0,0
19,2,0,0.0,1,0.6986521938572964,2,0,0
8,2,1,0.0,2,0.1652160884843701,0,0,0
20,3,0,0.0,0,0.16683275201728825,4,0,0
8,6,0,0.5,0,0.16291655241533948,1,0,0
8,2,0,0.0,2,0.046953222576255615,2,0,0
12,2,0,1.0,3,0.7089942789584227,2,0,0
9,4,0,0.0,1,1.4678079558754145,1,0,0
19,2,0,0.5,1,0.014122493932665703,2,0,0
15,1,0,0.0,4,0.04019688060060018,6,0,0
10,2,0,0.0,1,0.6803467333702848,0,0,0
7,0,0,1.0,2,1.3696004782532076,4,0,0
10,1,0,0.0,0,0.31649763698308,2,0,0
7,3,0,1.0,4,0.34415188750548054,1,0,0
20,2,0,0.0,3,0.7257587488792403,2,0,0
11,6,0,0.0,2,0.2563988342940235,4,0,0
10,2,0,0.0,2,0.021575021053065444,1,0,0
14,3,1,0.0,3,1.0631105259818316,2,1,0
14,3,0,0.0,3,0.7860510861969938,2,0,0
13,0,0,0.0,1,0.6954417499190929,5,1,0
9,4,0,0.0,3,1.082857709343199,1,0,0
7,1,0,0.0,3,0.8997124947479058,0,0,0
7,6,0,0.0,0,0.18441855942474786,2,0,0
18,0,0,0.0,4,0.34768577176550064,1,0,0
17,2,0,0.0,4,0.10784074519606186,0,0,0
9,0,0,0.0,2,0.11127818275571394,1,0,0
12,6,0,0.0,2,0.902092880949321,1,0,0
13,3,0,0.0,2,1.564930625691764,2,0,0
12,3,0,0.0,0,2.631708716856642,2,0,0
20,0,0,0.0,2,0.7918359776166155,2,0,0
20,4,0,1.0,2,0.1627720820106774,0,0,0
12,1,0,0.0,3,0.08932677423995006,3,0,0
12,5,0,0.0,0,1.34068002869186,1,0,0
19,1,0,0.0,1,0.6916353372656923,1,0,0
9,1,0,0.0,3,0.7704648617407929,3,0,0
12,0,0,0.0,3,1.2166366181229022,1,0,0
14,2,0,0.0,4,0.971965602241618,0,0,0
17,3,0,0.0,0,1.4388254938965632,1,0,0
17,0,0,0.0,3,0.046284586623943844,2,0,0
8,4,0,1.0,1,1.101140610636723,2,0,0
11,2,0,0.5,2,1.5222570040789631,1,0,0
20,3,0,0.0,5,0.26964917570122304,1,0,0
7,2,0,0.0,0,0.8183155581954106,4,0,0
18,2,1,0.0,1,0.3016911390613813,3,0,0
21,3,0,0.0,3,2.5355176036815323,0,0,0
7,0,0,0.0,3,0.027195925462789396,1,0,0
11,1,0,0.0,1,0.6936059682663956,3,1,0
18,5,0,0.0,0,0.14570066592691197,3,0,0
19,6,0,0.0,3,0.9964477540899486,1,0,0
9,2,0,0.0,3,0.15476128539644343,2,0,0
10,1,0,1.0,0,0.21470445331325383,3,0,0
9,4,0,0.5,2,0.545561365198522,1,0,0
7,2,0,0.0,0,1.970531312429979,0,0,0
7,0,0,0.0,4,0.19031582632630917,2,0,0
18,0,0,0.5,0,0.12461227252949009,3,0,0
18,4,0,0.0,2,1.1382897733809878,2,0,0
20,4,0,0.0,1,0.5555096108025016,3,0,0
19,0,0,0.0,0,1.9423836290848038,0,0,0
20,1,0,0.0,1,0.12683517297021646,2,0,0
11,1,0,0.0,2,0.8306037556523631,4,0,0
12,4,1,0.5,5,0.21208873846436982,4,0,0
9,0,0,0.5,1,0.13640333786319578,2,0,0
18,0,0,0.0,3,0.9201672363054497,2,0,0
15,4,0,0.0,1,0.720500498142131,1,0,0
11,1,0,1.0,5,1.1246344517790932,1,1,0
14,4,0,0.0,2,0.2962280878725258,0,0,0
19,1,0,0.5,0,0.47532470951163747,2,0,0
7,0,0,0.0,1,0.41598953691533086,0,0,0
20,1,0,0.0,2,3.0,1,0,0
11,4,0,0.0,0,0.2765303047510222,3,0,0
21,5,0,0.0,1,0.27943861870259995,0,0,0
9,5,0,0.0,3,0.350243804767565,2,0,0
18,2,0,0.0,0,0.6651812292359351,1,0,0
7,4,0,0.0,0,0.23262709632701434,2,0,0
10,1,0,0.0,2,1.9748167333738758,0,0,0
21,1,0,0.0,2,0.24705436508624878,2,0,0
19,5,0,0.5,2,1.8092753085813347,1,0,0
11,0,1,1.0,4,0.0873833368752782,3,1,0
13,0,0,0.0,3,0.8550005789752941,3,0,0
7,1,1,0.0,1,1.9000000657868044,2,0,0
9,0,0,0.0,3,0.14785920912091916,2,0,0
8,1,0,0.0,1,2.761831549021009,2,1,0
15,3,0,1.0,3,0.4824746113754655,0,0,0
16,2,0,0.0,3,2.3308074647395367,2,0,0
21,5,0,0.0,2,0.9036367763522848,2,0,0
12,5,0,0.5,3,0.28715557947029274,1,0,0
16,2,0,0.0,2,0.16690206069834146,3,0,0
9,1,0,0.0,3,0.28962000830173706,1,0,0
14,2,0,0.5,1,0.07810561870970334,1,0,0
20,3,0,0.0,3,0.12426453584712308,2,1,0
14,1,0,0.5,2,0.08844178911914377,1,0,0
8,3,0,0.0,4,0.43985213823343294,1,0,0
21,2,0,0.0,3,1.27005650795576,0,0,0
12,3,0,0.0,1,0.1219463753517025,3,1,0
13,2,1,0.5,1,0.11170435933516443,2,0,0
8,1,0,0.0,2,0.824977407115018,2,0,0
21,6,0,0.0,4,0.17570277115114286,4,0,0
17,4,1,0.0,2,0.08216681767296391,1,0,0
16,0,0,0.0,3,0.146031899576174,3,0,0
8,5,0,0.0,1,2.0587951238029385,2,0,0
16,3,0,0.0,2,1.3784045134852323,2,0,0
7,5,0,0.0,4,0.34964457753615535,1,0,0
14,4,0,0.0,4,0.8532741856673424,3,0,0
7,2,0,0.0,1,0.6164990477693573,1,0,0
15,0,0,0.0,3,0.9043901971569656,2,0,0
17,1,0,0.0,0,0.918253335096681,1,0,0
12,3,1,1.0,2,0.7926692261717576,3,0,0
13,3,0,0.0,5,0.24750749134332584,3,0,0
19,1,0,1.0,1,0.03183004109523453,1,0,0
16,0,0,0.0,2,0.4864079939312526,2,0,0
13,5,0,0.0,2,1.7729342683652396,0,0,0
16,6,0,0.0,0,0.6742412696009911,2,0,0
9,3,0,0.0,3,1.428897313517309,2,0,0
8,1,0,0.0,1,3.0,0,0,0
15,1,0,0.0,4,0.14293414822892275,3,0,0
14,0,0,0.0,5,0.9415470445215894,4,0,0
19,6,0,0.0,3,0.8974070689286953,0,0,0
18,0,0,0.0,2,3.0,3,1,0
16,3,0,0.0,0,3.0,1,0,0
13,1,0,0.0,3,0.9284206525093572,2,0,0
15,3,0,0.0,1,0.22336359852487842,3,0,0
10,4,0,0.0,1,1.2817944386470206,2,0,0
19,5,0,0.0,1,0.09056105898735624,0,0,0
10,1,0,0.0,1,1.213849160489071,0,0,0
7,0,0,0.0,2,1.9281017149065527,1,0,0
14,0,0,0.0,2,0.3860930134722902,4,0,0
20,6,0,0.0,1,0.7967766100550251,1,0,0
20,5,0,0.0,0,0.44989548535845625,0,0,0
18,3,0,0.0,5,0.4606683718601057,2,0,0
9,3,0,0.0,0,0.29728107708262974,0,0,0
